URL,Name,Description,Products,Featured,New Exhibitor,Sponsoring,Verified Description,Number of Employees,Market Cap,Other Useful Information,Accuracy Note
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,"Better-Mold (DG) Industrial Co.,Ltd","Our company are specializing in the manufacturing of 5-Axis CNC Precision Machined metal part, 3d printing ,mold making & molding, sheet metal, injection plastic part, die-casting and investment casting part, rubber part and prototype.We have two plants in Dongguan China and could run your parts quickly to catch your time and urgent needs.  We are boeing's subtier supplier and have made many machined parts for them , we are familiar with NADCAP and FAI, pls dont worry.   We hope to service for you.",Not provided,No,No,No,"Our company are specializing in the manufacturing of 5-Axis CNC Precision Machined metal part, 3d printing ,mold making & molding, sheet metal, injection plastic part, die-casting and investment casting part, rubber part and prototype.We have two plants in Dongguan China and could run your parts quickly to catch your time and urgent needs.  We are boeing's subtier supplier and have made many machined parts for them , we are familiar with NADCAP and FAI, pls dont worry.   We hope to service for you.",,,,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,BIEGLO GmbH - High Performance Polymers,Not given,Not provided,Yes,No,No,,,,Featured: Yes,No reliable external verification completed
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,BIEGLO GmbH - High Performance Polymers,"We are a Hamburg-based distributor of high-performance polymers & composites at the top of the plastics pyramid – for temperatures over 200°C. We connect global manufacturers with solutions like PEEK, PEI, AURUM (TPI), PI, PBI, carbon-/glass-fiber composites, high-temp compounds & blends – available as granules, semi-finisheds, films, fibers & parts. Short lead times, custom solutions.","Finishing, Flooring, Galleys & Galley Equipment, Plastics, Overhead Storage, Plastic Mouldings, Seating, Sound Proofing Equipment, Window Shade & Blinds",No,No,No,"We are a Hamburg-based distributor of high-performance polymers & composites at the top of the plastics pyramid – for temperatures over 200°C. We connect global manufacturers with solutions like PEEK, PEI, AURUM (TPI), PI, PBI, carbon-/glass-fiber composites, high-temp compounds & blends – available as granules, semi-finisheds, films, fibers & parts. Short lead times, custom solutions.",,,"Products: Finishing, Flooring, Galleys & Galley Equipment, Plastics, Overhead Storage, Plastic Mouldings, Seating, Sound Proofing Equipment, Window Shade & Blinds",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,BigRep GmbH,"A global leader in large-format FFF 3D printing, BigRep strives to transform its user’s productivity and creativity with easy-to-use additive manufacturing solutions. With an aim to help companies accelerate innovation and rethink manufacturing, BigRep’s German-engineered 3D printers enable engineers, designers and manufacturers from start-ups to fortune 100 companies to go from prototyping to production faster, getting their products to market first. Through collaborations with strategic partners – including Etihad Airways, SAS, AIRBUS Helicopters, Leonardo Helicopters and Deutsche Bahn.",Not provided,No,Yes,No,"A global leader in large-format FFF 3D printing, BigRep strives to transform its user’s productivity and creativity with easy-to-use additive manufacturing solutions. With an aim to help companies accelerate innovation and rethink manufacturing, BigRep’s German-engineered 3D printers enable engineers, designers and manufacturers from start-ups to fortune 100 companies to go from prototyping to production faster, getting their products to market first. Through collaborations with strategic partners – including Etihad Airways, SAS, AIRBUS Helicopters, Leonardo Helicopters and Deutsche Bahn.",,,New Exhibitor: Yes,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Gustav Scharnau GmbH,"SCHARNAU entwickelt innovative Klebebandlösungen mit über 100 Jahren Markterfahrungen. Als führender Converter für feste Klebstoffe, Schäume und Folien, bieten wir zertifizierte Fertigungen nach EN 9100 und EN 9120 für die Luft-/ und Raumfahrt an. Von Prototyping per Laser/Plotter bis zu Großserien im Rotationsstanzverfahren, decken wir das gesamte Spektrum der Klebebandkonvertierung ab. Als Mitglied der Prezio Allianz nutzen wir zusätzliche technologische Synergien für anspruchsvolle Verbindungslösungen.",Not provided,No,Yes,No,"SCHARNAU entwickelt innovative Klebebandlösungen mit über 100 Jahren Markterfahrungen. Als führender Converter für feste Klebstoffe, Schäume und Folien, bieten wir zertifizierte Fertigungen nach EN 9100 und EN 9120 für die Luft-/ und Raumfahrt an. Von Prototyping per Laser/Plotter bis zu Großserien im Rotationsstanzverfahren, decken wir das gesamte Spektrum der Klebebandkonvertierung ab. Als Mitglied der Prezio Allianz nutzen wir zusätzliche technologische Synergien für anspruchsvolle Verbindungslösungen.",,,New Exhibitor: Yes,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,BIW Isolierstoffe GmbH,"BIW Isolierstoffe GmbH develops and manufactures high-performance silicone materials and components for demanding industrial applications, including aircraft interiors. With decades of material expertise, in-house compounding and precise manufacturing, we deliver customized solutions such as seals, profiles, membranes and insulation components. Our materials are designed for reliability, durability and compliance with stringent technical and regulatory requirements.","Plastic Mouldings, Power Supply, Refrigeration, Wiring & Fibre Optics",No,Yes,No,"BIW Isolierstoffe GmbH develops and manufactures high-performance silicone materials and components for demanding industrial applications, including aircraft interiors. With decades of material expertise, in-house compounding and precise manufacturing, we deliver customized solutions such as seals, profiles, membranes and insulation components. Our materials are designed for reliability, durability and compliance with stringent technical and regulatory requirements.",,,"Products: Plastic Mouldings, Power Supply, Refrigeration, Wiring & Fibre Optics | New Exhibitor: Yes",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Bluebox Aviation Systems Ltd.,"Bluebox Aviation Systems delivers award-winning digital platforms for inflight entertainment, passenger engagement and onboard retail. At the core is Blueview, a flexible platform that operates across portable, embedded and cloud environments.

With Blueview Cloud, airlines can deliver IFE and retail directly over connectivity without onboard servers, while the Transition Deployment Model enables seamless evolution across hardware and connectivity strategies, without disruption or penalty.

Bluebox helps airlines deploy quickly, scale efficiently and future-proof the connected cabin experienc","AI/ Machine Learning, Ancillary Revenue Optimisation Systems, E-Commerce, Content/Software, IFEC Hardware",No,No,No,"Bluebox Aviation Systems delivers award-winning digital platforms for inflight entertainment, passenger engagement and onboard retail. At the core is Blueview, a flexible platform that operates across portable, embedded and cloud environments.

With Blueview Cloud, airlines can deliver IFE and retail directly over connectivity without onboard servers, while the Transition Deployment Model enables seamless evolution across hardware and connectivity strategies, without disruption or penalty.

Bluebox helps airlines deploy quickly, scale efficiently and future-proof the connected cabin experienc",,,"Products: AI/ Machine Learning, Ancillary Revenue Optimisation Systems, E-Commerce, Content/Software, IFEC Hardware",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Böllhoff Verbindungstechnik GmbH,"Böllhoff is a competence leader in 360° Joining Technology. As a family-run company, we have stood for long-term success through innovative capacity and local presence since 1877. We seek to understand the needs of our customers and deliver solutions to fit their requirements. We focus on innovative, sustainable and economical solutions along our customers’ entire value chain. Over 3,300 employees are shaping the future of joining technology – both at our headquarters in Bielefeld, Germany, and at our subsidiaries around the world.","Cabin Management Systems, Fasteners, Plastic Mouldings, Wiring & Fibre Optics",No,No,No,"Böllhoff is a competence leader in 360° Joining Technology. As a family-run company, we have stood for long-term success through innovative capacity and local presence since 1877. We seek to understand the needs of our customers and deliver solutions to fit their requirements. We focus on innovative, sustainable and economical solutions along our customers’ entire value chain. Over 3,300 employees are shaping the future of joining technology – both at our headquarters in Bielefeld, Germany, and at our subsidiaries around the world.",,,"Products: Cabin Management Systems, Fasteners, Plastic Mouldings, Wiring & Fibre Optics",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Bossard Aerospace Germany GmbH,"Your reliable C-Parts management partner in aerospace. We offer a comprehensive portfolio of imperial and metric fastening technology as well as innovative ultrasonic welding solutions for lightweight sandwich panels. Additionally, we offer customized solutions based on your specific requirements. Not only that, our Smart Factory Logistics and Assembly solutions can elevate your factory to industry 4.0 standards with leaner logistics process and digitized assembly operations.",Fasteners,No,No,No,"Your reliable C-Parts management partner in aerospace. We offer a comprehensive portfolio of imperial and metric fastening technology as well as innovative ultrasonic welding solutions for lightweight sandwich panels. Additionally, we offer customized solutions based on your specific requirements. Not only that, our Smart Factory Logistics and Assembly solutions can elevate your factory to industry 4.0 standards with leaner logistics process and digitized assembly operations.",,,Products: Fasteners,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Botany Weaving Mill,"Based in Ireland. Manufacture and supplier of aircraft carpets in a wide range of fibre content mixes [100% nylon (including our newest ""StayClean"" Nylon), 60% wool 40% nylon, 80% wool 20% nylon, 90% wool 10% nylon, 95% wool 5% nylon and 100% wool], in loop and cut pile Wilton constructions; curtain material in 100% wool and 100% Trevira CS; dobby and jacquard seating fabrics in wool/nylon mix  and 100% Trevira CS. All available in light weight variants. Approved by Boeing (including B787 for three carpet types) and Airbus for the supply of all product types including A350 carpets and curtains","Design Studios, Flooring, Seating, Carpet, Fabric",No,No,No,"Based in Ireland. Manufacture and supplier of aircraft carpets in a wide range of fibre content mixes [100% nylon (including our newest ""StayClean"" Nylon), 60% wool 40% nylon, 80% wool 20% nylon, 90% wool 10% nylon, 95% wool 5% nylon and 100% wool], in loop and cut pile Wilton constructions; curtain material in 100% wool and 100% Trevira CS; dobby and jacquard seating fabrics in wool/nylon mix  and 100% Trevira CS. All available in light weight variants. Approved by Boeing (including B787 for three carpet types) and Airbus for the supply of all product types including A350 carpets and curtains",,,"Products: Design Studios, Flooring, Seating, Carpet, Fabric",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,BOXMARK Leather d.o.o.,Not given,Not provided,Yes,No,No,,,,Featured: Yes,No reliable external verification completed
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Bradfor Limited,"Bradfor Ltd has been a leading manufacturer of textiles for the aerospace industry for over 25 years, specialising in the manufacture of seating covers, diaphragms, life vest pouches, straps and general upholstery for the local and international aerospace sector. Having invested significantly in the latest technology, the company offers bespoke design services including embossing, lamination and pattern digitising, which are operated by fully trained technicians, producing 100% accurate patterns every time. Bradfor Ltd is accredited to BSI AS9100/ISO 9001, Part 21G and SC21 Silver.","Design Studios, Repairs & Restoration, Seating, Seat Cushions",No,No,No,"Bradfor Ltd has been a leading manufacturer of textiles for the aerospace industry for over 25 years, specialising in the manufacture of seating covers, diaphragms, life vest pouches, straps and general upholstery for the local and international aerospace sector. Having invested significantly in the latest technology, the company offers bespoke design services including embossing, lamination and pattern digitising, which are operated by fully trained technicians, producing 100% accurate patterns every time. Bradfor Ltd is accredited to BSI AS9100/ISO 9001, Part 21G and SC21 Silver.",,,"Products: Design Studios, Repairs & Restoration, Seating, Seat Cushions",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,BRUCE AEROSPACE,"Bruce Aerospace designs and manufactures lighting products for commercial aircraft, such as cabin lighting systems, accent lighting, accessory lights, emergency & escape path lighting, and illuminated exit & passenger information signs.",Not provided,No,No,No,"Bruce Aerospace designs and manufactures lighting products for commercial aircraft, such as cabin lighting systems, accent lighting, accessory lights, emergency & escape path lighting, and illuminated exit & passenger information signs.",,,,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Bucher Leichtbau AG,Not given,Not provided,Yes,No,Sponsor of Branding and Marketing,,,,Featured: Yes | Sponsoring: Sponsor of Branding and Marketing,No reliable external verification completed
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,"Burrana, Inc.","Redefined. Elevated. Foundational. At AIX, Burrana marks a category shift. As In-Seat Power matures into critical infrastructure, RISE Power reframes the standard, demonstrating authority through scale, agility, engineering innovation, trust and long-term value. In addition, in partnership with Seamless Digital, a new advertising and engagement concept powered by RISE will be on display.","Ancillary Revenue Optimisation Systems, Big Data and Analytics, Cabin Management Systems, Hardware, Power Supply, Passenger Service System",No,No,No,"Redefined. Elevated. Foundational. At AIX, Burrana marks a category shift. As In-Seat Power matures into critical infrastructure, RISE Power reframes the standard, demonstrating authority through scale, agility, engineering innovation, trust and long-term value. In addition, in partnership with Seamless Digital, a new advertising and engagement concept powered by RISE will be on display.",,,"Products: Ancillary Revenue Optimisation Systems, Big Data and Analytics, Cabin Management Systems, Hardware, Power Supply, Passenger Service System",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Business France,"Business France is the public consulting business serving the international development of the French economy. It is responsible for fostering export-led growth by French businesses, as well as promoting and facilitating foreign investment in France.

It promotes France’s firms, business image and nationwide attractiveness as an investment location, and also runs the VIE international internship program.

Business France has more than 1,400 personnel, both in France and in 53 countries throughout the world.",Not provided,No,No,No,"Business France is the public consulting business serving the international development of the French economy. It is responsible for fostering export-led growth by French businesses, as well as promoting and facilitating foreign investment in France.

It promotes France’s firms, business image and nationwide attractiveness as an investment location, and also runs the VIE international internship program.

Business France has more than 1,400 personnel, both in France and in 53 countries throughout the world.",,,,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,CES Advanced Composites,"CES is a global actor  with its proven quality, expert team and cutting-edge technology.  We provide you with the necessary support for your composite material needs since our team has the expertise in material selection, design and production of a growing number of composite parts for variety of use.

We work to be your solution partner.",Not provided,No,No,No,"CES is a global actor  with its proven quality, expert team and cutting-edge technology.  We provide you with the necessary support for your composite material needs since our team has the expertise in material selection, design and production of a growing number of composite parts for variety of use.

We work to be your solution partner.",,,,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Cabinair Group,"Cabinair Group is a global collective of companies providing services to the aviation industry, headquartered in the UK, with branch offices in the USA, Latvia, Sri Lanka and Italy.

With EASA Part 145, EASA Part 21G, EASA Part 21J FAR Part 145 and TCCA CAR 573 accreditations, the Group offers a comprehensive array of services, including interior design and engineering, aircraft major and minor modifications, complete cabin refurbishments, manufacturing and repair, training and consultancy services.

The expertise covers both scheduled and unscheduled maintenance, on-wing and in the workshop.","Design Studios, Galleys & Galley Equipment, Interior Paints & Coverings, Lavatory & Waste Equipment, Overhead Storage, Plastic Mouldings, Repairs & Restoration, Seating, BizJet Interior Design, BizJet Refurbishment",No,No,No,"Cabinair Group is a global collective of companies providing services to the aviation industry, headquartered in the UK, with branch offices in the USA, Latvia, Sri Lanka and Italy.

With EASA Part 145, EASA Part 21G, EASA Part 21J FAR Part 145 and TCCA CAR 573 accreditations, the Group offers a comprehensive array of services, including interior design and engineering, aircraft major and minor modifications, complete cabin refurbishments, manufacturing and repair, training and consultancy services.

The expertise covers both scheduled and unscheduled maintenance, on-wing and in the workshop.",,,"Products: Design Studios, Galleys & Galley Equipment, Interior Paints & Coverings, Lavatory & Waste Equipment, Overhead Storage, Plastic Mouldings, Repairs & Restoration, Seating, BizJet Interior Design, BizJet Refurbishment",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,CADAMI,"Cadami’s Cabin Cloud: IFEC content distribution & storage. Enabes 4K in every seat. At any time.

STACHUS, our proven IFE platform, transforms cabin hardware into a Cabin Cloud - a powerful solution for content distribution and storage, delivering 4K to every seat. In service since 2017.

Showcased at AIX 2018, 2019, and 2023–2025. Featured in AIX press 2018 & 2019.

Visit us at AIX 2026.","AI/ Machine Learning, Content/Software",No,No,No,"Cadami’s Cabin Cloud: IFEC content distribution & storage. Enabes 4K in every seat. At any time.

STACHUS, our proven IFE platform, transforms cabin hardware into a Cabin Cloud - a powerful solution for content distribution and storage, delivering 4K to every seat. In service since 2017.

Showcased at AIX 2018, 2019, and 2023–2025. Featured in AIX press 2018 & 2019.

Visit us at AIX 2026.",,,"Products: AI/ Machine Learning, Content/Software",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Camcar Innovations®,Camcar is an R&D company creating intelligent fastener designs that solve current real world challenges.  We set up the manufacturing network to ensure consistency in your puchasing decision.,Fasteners,No,No,No,Camcar is an R&D company creating intelligent fastener designs that solve current real world challenges.  We set up the manufacturing network to ensure consistency in your puchasing decision.,,,Products: Fasteners,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Capalex,Not given,Not provided,Yes,No,Sponsor of Metals,,,,Featured: Yes | Sponsoring: Sponsor of Metals,No reliable external verification completed
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Capgemini,"With our strong heritage of nearly 60 years, we are a responsible and diverse group of over 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2025 global revenues of €22.5 billion.

Make it real | www.capgemini.com",Not provided,No,No,No,"With our strong heritage of nearly 60 years, we are a responsible and diverse group of over 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2025 global revenues of €22.5 billion.

Make it real | www.capgemini.com",,,,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Castlabs,"Leveraging our extensive expertise in OTT and broadcast, we have streamlined the studio-approved delivery process for in-flight entertainment. Our IFE technology ensures seamless adherence to studio standards, enabling advanced protection of premium content and playback in top-notch quality.
Discover more at castlabs.com.",Content/Software,No,No,No,"Leveraging our extensive expertise in OTT and broadcast, we have streamlined the studio-approved delivery process for in-flight entertainment. Our IFE technology ensures seamless adherence to studio standards, enabling advanced protection of premium content and playback in top-notch quality.
Discover more at castlabs.com.",,,Products: Content/Software,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,CAYNOVA AG - The Well-Being Crew,"Building on its certified seat-integrated heating and cooling technologies – which are already flying on several aircraft – Swiss cabin-technology specialist Caynova expands SkySpa® into a fully customizable, multisensory cabin experience: The system synchronizes thermal regulation, targeted airflow, and other features to support relaxation, sleep, wake-up and activation cycles during long-haul operations.
SkySpa® is adaptable to individual passenger preferences in real time. Well-Being becomes a measurable, design-relevant component of future aircraft interiors rather than an optional add-on.",Seating,No,No,No,"Building on its certified seat-integrated heating and cooling technologies – which are already flying on several aircraft – Swiss cabin-technology specialist Caynova expands SkySpa® into a fully customizable, multisensory cabin experience: The system synchronizes thermal regulation, targeted airflow, and other features to support relaxation, sleep, wake-up and activation cycles during long-haul operations.
SkySpa® is adaptable to individual passenger preferences in real time. Well-Being becomes a measurable, design-relevant component of future aircraft interiors rather than an optional add-on.",,,Products: Seating,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Celestica,"Celestica is a global technology leader providing end-to-end product lifecycle solutions, including engineering, manufacturing, and after-sales support, for the world’s premier aerospace and defense companies. 

With over $12 billion in annual revenue, our global teams enable high-reliability electronics for critical aircraft connectivity systems, such as satellites, ESA antenna hardware, ground terminals, and In-Flight Entertainment (IFE). We help our customers maintain a competitive edge through our specialized supply chain, innovation, and rigorous regulatory compliance.","Cabin Management Systems, Environment Systems/Air Conditioning, IFEC Hardware, Lighting/LED, Power Supply, Safety, Emergency & Security, Connectivity/Communications",No,No,No,"Celestica is a global technology leader providing end-to-end product lifecycle solutions, including engineering, manufacturing, and after-sales support, for the world’s premier aerospace and defense companies. 

With over $12 billion in annual revenue, our global teams enable high-reliability electronics for critical aircraft connectivity systems, such as satellites, ESA antenna hardware, ground terminals, and In-Flight Entertainment (IFE). We help our customers maintain a competitive edge through our specialized supply chain, innovation, and rigorous regulatory compliance.",,,"Products: Cabin Management Systems, Environment Systems/Air Conditioning, IFEC Hardware, Lighting/LED, Power Supply, Safety, Emergency & Security, Connectivity/Communications",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,CELSO - ACH - AXYAL - Diab Group - NEW DESIGN’AIR,Not given,Not provided,Yes,No,No,,,,Featured: Yes,No reliable external verification completed
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Piemonte - Italy,"Heritage, technology, innovation and specialisation: Piemonte (Italy’s North-West) offers capable suppliers ready to deliver high-quality parts on cost and on time; technologically qualified clusters sharing commercial objectives, target clients and strategies, technical working groups where local and foreign companies work together to develop new projects aligned to the clients’ expectations. Piemonte develops unique innovative trends such as additive manufacturing technologies, low emission aeroengines, electrification, advanced materials, Artificial Intelligence, drones.","Cyber Security, Fasteners, Lighting/LED, Plastic Mouldings, Power Supply, Seating, Virtual/Augmented Reality, Connectivity/Communications",No,No,No,"Heritage, technology, innovation and specialisation: Piemonte (Italy’s North-West) offers capable suppliers ready to deliver high-quality parts on cost and on time; technologically qualified clusters sharing commercial objectives, target clients and strategies, technical working groups where local and foreign companies work together to develop new projects aligned to the clients’ expectations. Piemonte develops unique innovative trends such as additive manufacturing technologies, low emission aeroengines, electrification, advanced materials, Artificial Intelligence, drones.",,,"Products: Cyber Security, Fasteners, Lighting/LED, Plastic Mouldings, Power Supply, Seating, Virtual/Augmented Reality, Connectivity/Communications",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Certified Thermoplastics Co Inc,"Specializing in the extrusion and fabrication of engineered thermoplastic resins, compounds, and alloys, Certified Thermoplastics has been a leading supplier of precision profile extrusions since 1978. Originating as a processor of custom plastic extruded profiles to the aviation & aerospace industries, including civilian, military and defense applications, CTP now supplies a wide variety of industrial customers requiring reliable and rapid execution of demanding projects.","Finishing, Flooring, Galleys & Galley Equipment, Interior Paints & Coverings, Lavatory & Waste Equipment, Lighting/LED, Plastic Mouldings",No,No,No,"Specializing in the extrusion and fabrication of engineered thermoplastic resins, compounds, and alloys, Certified Thermoplastics has been a leading supplier of precision profile extrusions since 1978. Originating as a processor of custom plastic extruded profiles to the aviation & aerospace industries, including civilian, military and defense applications, CTP now supplies a wide variety of industrial customers requiring reliable and rapid execution of demanding projects.",,,"Products: Finishing, Flooring, Galleys & Galley Equipment, Interior Paints & Coverings, Lavatory & Waste Equipment, Lighting/LED, Plastic Mouldings",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,CesiumAstro,Not given,Not provided,Yes,No,No,,,,Featured: Yes,No reliable external verification completed
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,CETC Avionics Co. Ltd,"CETC Avionics , a CETC-held high-tech firm, was founded in June 2009 in Chengdu’s West High-Tech Zone.We offer design, development, integration, production, sales, maintenance & services for commercial airborne avionics systems. Drawing on CETC’s expertise and Western China’s strengths, we engage in broad international cooperation to build a key avionics base. We co-develop C919’s avionics system.","Amenities , Cabin Management Systems, Media, Overhead Storage",No,Yes,No,"CETC Avionics , a CETC-held high-tech firm, was founded in June 2009 in Chengdu’s West High-Tech Zone.We offer design, development, integration, production, sales, maintenance & services for commercial airborne avionics systems. Drawing on CETC’s expertise and Western China’s strengths, we engage in broad international cooperation to build a key avionics base. We co-develop C919’s avionics system.",,,"Products: Amenities , Cabin Management Systems, Media, Overhead Storage | New Exhibitor: Yes",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,CEVA Air & Ocean Germany GmbH,"Our teams have decades of experience in delivering success: From manufacturing support, to management of raw materials and product at source through repackaging, line feeding, kitting and performance management. For spares distribution and MRO- both airline and third party - services we operate Forward Stocking Locations around the world. Furthermore we offer AOG Services including hand-carry and charter solutions.",Not provided,No,No,No,"Our teams have decades of experience in delivering success: From manufacturing support, to management of raw materials and product at source through repackaging, line feeding, kitting and performance management. For spares distribution and MRO- both airline and third party - services we operate Forward Stocking Locations around the world. Furthermore we offer AOG Services including hand-carry and charter solutions.",,,,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,CHAISE LONGUE,"CHAISE LONGUE is a commercial aviation Economy class and Premium Economy class seat, that introduces a two-level seat design, which optimises the space inside the cabin providing higher levels of comfort, improved passenger experience and increased cabin efficiency.

By removing the overhead storage compartments and relocating them underneath the seats, the design provides numerous advantages.","Aircraft Manufacturer, Branding and Marketing, Design Studios, Seating",No,Yes,No,"CHAISE LONGUE is a commercial aviation Economy class and Premium Economy class seat, that introduces a two-level seat design, which optimises the space inside the cabin providing higher levels of comfort, improved passenger experience and increased cabin efficiency.

By removing the overhead storage compartments and relocating them underneath the seats, the design provides numerous advantages.",,,"Products: Aircraft Manufacturer, Branding and Marketing, Design Studios, Seating | New Exhibitor: Yes",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,CHAMBRELAN,"Aeronautics requires materials that are both light and able to support heavy loads. As manufacturer of telescopic slides & linear rails, we are also able to work on bespoken solution. The design office has designed telescopic slides adapted to this problem. Chambrelan is constantly refining and developing its manufacturing expertise in line with industry changes, making us a reliable and efficient manufacturer of heavy-duty slides.","Amenities , Flooring, Galleys & Galley Equipment, Interior Paints & Coverings, Lavatory & Waste Equipment, Overhead Storage, Seating, Window Shade & Blinds, BizJet Interior Design, BizJet Refurbishment",No,No,No,"Aeronautics requires materials that are both light and able to support heavy loads. As manufacturer of telescopic slides & linear rails, we are also able to work on bespoken solution. The design office has designed telescopic slides adapted to this problem. Chambrelan is constantly refining and developing its manufacturing expertise in line with industry changes, making us a reliable and efficient manufacturer of heavy-duty slides.",,,"Products: Amenities , Flooring, Galleys & Galley Equipment, Interior Paints & Coverings, Lavatory & Waste Equipment, Overhead Storage, Seating, Window Shade & Blinds, BizJet Interior Design, BizJet Refurbishment",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,"CHANGZHOU GAS SPRING CO.,LTD","CGS ® has been a leading force in the industry since its establishment in 1992. Specializing in pneumatic components, we have honed our expertise over decades to become the most experienced and professional gas spring provider in China.﻿
What sets us distinguish even further is our major partnership in the aviation sector. CGS ® is the exclusive supplier for OEM aircraft seating systems in China. 
This association validates our commitment to excellence and positions us as a key player in the global aviation supply chain.","Aircraft Manufacturer, Cabin Management Systems, Hardware, Repairs & Restoration, Seating",No,No,No,"CGS ® has been a leading force in the industry since its establishment in 1992. Specializing in pneumatic components, we have honed our expertise over decades to become the most experienced and professional gas spring provider in China.﻿
What sets us distinguish even further is our major partnership in the aviation sector. CGS ® is the exclusive supplier for OEM aircraft seating systems in China. 
This association validates our commitment to excellence and positions us as a key player in the global aviation supply chain.",,,"Products: Aircraft Manufacturer, Cabin Management Systems, Hardware, Repairs & Restoration, Seating",From uploaded AIX data only; web verification still required
